No,Kategori,"Kode Produk","Nama Produk",Lokasi,Deskripsi,"Harga Pokok","Harga Jual","Harga Grosir","Minimal Grosir",Stok,"Stok Jumlah",Dijual,Online,Satuan,"Nama Satuan",Varian,"Nama Varian","Harga Online","Harga Online Sebelum Promo","Berat (Gram)",Diskon,"Limit Stok"
189,"Alat Pertukangan",87502279,"Baskom Hitam Kecil",,,8750,12000,12000,0,Ya,12,Ya,Tidak,0,,0,,12000,,,0,0
190,"Alat Pertukangan",104161355,"Baskom Hitam Sedang",,,10417,15000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
191,"Alat Pertukangan",170001992,"Batu Asah Dayak",,,17409,25000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
192,"Alat Pertukangan",,"Batu Asah Hamster",,,9500,19000,19000,0,Tidak,,Ya,Ya,0,,0,,19000,,,0,0
193,"Alat Pertukangan",,"Batu asah Hamster @PNDK",,,8000,17000,17000,0,Ya,3,Ya,Ya,0,,0,,17000,,,0,0
194,"Alat Pertukangan",,"BATU ASAH KOKON",,,24000,37000,37000,0,Ya,17,Ya,Ya,0,,0,,37000,,,0,0
195,"Alat Pertukangan",232507194,"Batu Asah Masaki",,,23000,33000,33000,0,Ya,4,Ya,Tidak,0,,0,,33000,,,0,0
196,"Alat Pertukangan",34165490,"Benang Gulungan",,,3027,10000,10000,0,Ya,490,Ya,Tidak,0,,0,,10000,,,0,0
197,"Alat Pertukangan",15001249,"Benang Tukang",,,1500,5000,5000,0,Tidak,,Ya,Tidak,0,,0,,5000,,,0,0
198,"Alat Pertukangan",145006199,"Benen Grobak Swallow",,,15345,22000,22000,0,Ya,46,Ya,Tidak,0,,0,,22000,,,0,0
199,"Alat Pertukangan",3053083,"Bon-Bon BEIGE",,,305,1000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
200,"Alat Pertukangan",3052056,"Bon-Bon BROWN",,,305,1000,0,0,Ya,80,Ya,Tidak,0,,0,,0,,,0,0
201,"Alat Pertukangan",3779548,"Bon-Bon GREY",,,377,1000,0,0,Ya,40,Ya,Tidak,0,,0,,0,,,0,0
202,"Alat Pertukangan",3771253,"Bon-Bon HITAM",,,377,1000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
203,"Alat Pertukangan",3779985,"Bon-Bon IVORY",,,377,1000,0,0,Ya,578,Ya,Tidak,0,,0,,0,,,0,0
204,"Alat Pertukangan",3057627,"Bon-Bon MILK BROWN",,,305,1000,0,0,Ya,157,Ya,Tidak,0,,0,,0,,,0,0
205,"Alat Pertukangan",3777146,"Bon-Bon MONZA GREN",,,377,1000,0,0,Ya,80,Ya,Tidak,0,,0,,0,,,0,0
206,"Alat Pertukangan",3772764,"Bon-Bon ORANGE",,,377,1000,0,0,Ya,44,Ya,Tidak,0,,0,,0,,,0,0
207,"Alat Pertukangan",3776580,"Bon-Bon PINK",,,377,1000,0,0,Ya,150,Ya,Tidak,0,,0,,0,,,0,0
208,"Alat Pertukangan",3051779,"Bon-Bon PUTIH",,,305,1000,0,0,Ya,276,Ya,Tidak,0,,0,,0,,,0,0
209,"Alat Pertukangan",3772823,"Bon-Bon SKY BLUE",,,377,1000,0,0,Ya,17,Ya,Tidak,0,,0,,0,,,0,0
210,"Alat Pertukangan",,"BOT AP NO",,,90000,110000,110000,0,Ya,0,Ya,Tidak,0,,1,38,110000,,,0,0
211,"Alat Pertukangan",,"Bot AP ULTRAFLEX No 39",,,133000,150000,150000,0,Ya,0,Ya,Tidak,0,,0,,150000,,,0,0
212,"Alat Pertukangan",,"BOT HITAM (T.SDG) NO",,,45000,75000,75000,0,Ya,0,Ya,Ya,0,,1,38,75000,,,0,0
213,"Alat Pertukangan",,"BOT MALAYSIA NO",,,75000,95000,95000,0,Ya,0,Ya,Ya,0,,1,39,95000,,,0,0
214,"Alat Pertukangan",,"BOT YUMEIDA PDK HIJAU",,,55000,70000,70000,0,Ya,2,Ya,Ya,0,,1,36,70000,,,0,0
215,"Alat Pertukangan",,"BOT YUMEIDA PDK HITAM",,,56000,70000,70000,0,Ya,0,Ya,Ya,0,,1,"25 (37/38)",70000,,,0,0
216,"Alat Pertukangan",150004172,"Bumilex 1kg Hitam",,,15750,30000,30000,0,Ya,1,Ya,Tidak,0,,0,,30000,,,0,0
217,"Alat Pertukangan",150003445,"Bumilex 1kg Putih",,,16002,30000,30000,0,Ya,2,Ya,Tidak,0,,0,,30000,,,0,0
218,"Alat Pertukangan",445002309,"Cangkul Crocodille 3",,,40200,60000,60000,0,Ya,5,Ya,Tidak,0,,0,,60000,,,0,0
219,"Alat Pertukangan",1020001062,"Cangkul Crocodille no 1 Dasi",,,100333,140000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
220,"Alat Pertukangan",453249161,"Cangkul Crocodille no 2 Dasi",,,45324,80000,80000,0,Ya,0,Ya,Tidak,0,,1,O,80000,,,0,0
221,"Alat Pertukangan",850005969,"Damex 5kg 554",,,85000,100000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
222,"Alat Pertukangan",1150009161,"Damex 5kg 572",,,115000,130000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
223,"Alat Pertukangan",77778343,"Dawai ikat 1/2kg",,,7135,12000,12000,0,Tidak,,Ya,Tidak,0,,0,,12000,,,0,0
224,"Alat Pertukangan",3888860,"Dawai ikat 1/4kg",,,3567,7000,7000,0,Tidak,,Ya,Tidak,0,,0,,7000,,,0,0
225,"Alat Pertukangan",155551306,"Dawai ikat 1kg",,,14270,24000,24000,0,Tidak,,Ya,Tidak,0,,0,,24000,,,0,0
226,"Alat Pertukangan",,"DAWAI IKAT @1 ROLL",,,204187,300000,300000,0,Ya,1,Ya,Ya,0,,0,O,300000,,,0,0
227,"Alat Pertukangan",285005319,"Dempul Kayu 1kg",,,29000,35000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
228,"Alat Pertukangan",,"DOP 1,5 D",,,2900,7000,7000,0,Ya,5,Ya,Ya,0,,0,,7000,,,0,0
229,"Alat Pertukangan",,"Dop 2 inc D",,,1700,7000,7000,0,Ya,17,Ya,Ya,0,,0,,7000,,,0,0
230,"Alat Pertukangan",83338878,"Ember 18L HITAM",,,8333,12000,12000,0,Ya,19,Ya,Tidak,0,,0,,12000,,,0,0
231,"Alat Pertukangan",108334838,"Ember 22L HITAM",,,10833,15000,15000,0,Ya,17,Ya,Tidak,0,,0,,15000,,,0,0
232,"Alat Pertukangan",166668421,"Ember 26L HITAM",,,16667,22000,22000,0,Ya,7,Ya,Tidak,0,,0,,22000,,,0,0
233,"Alat Pertukangan",191669268,"Ember 30L HITAM",,,19167,26000,26000,0,Ya,11,Ya,Tidak,0,,0,,26000,,,0,0
234,"Alat Pertukangan",45835569,"Ember Cor 14L HITAM",,,4583,7000,7000,0,Ya,39,Ya,Tidak,0,,0,,7000,,,0,0
235,"Alat Pertukangan",60009900,"Ember ORANGE cor 14L",,,6000,10000,10000,0,Ya,11,Ya,Tidak,0,,0,,10000,,,0,0
236,"Alat Pertukangan",77503473,"Ember ORANGE cor 18L",,,8700,13000,13000,0,Ya,4,Ya,Tidak,0,,0,,13000,,,0,0
237,"Alat Pertukangan",,"Ensel SSK 3 inc",,,6041,15000,15000,0,Ya,37,Ya,Ya,0,,0,,15000,,,0,0
238,"Alat Pertukangan",233337208,"Gagang Gergaji Besi BISON",,,17917,35000,35000,0,Ya,9,Ya,Tidak,0,,0,,35000,,,0,0
239,"Alat Pertukangan",825005823,"Gagang Rivet Bagus",,,82500,110000,110000,0,Ya,0,Ya,Tidak,0,,0,,110000,,,0,0
240,"Alat Pertukangan",,"Gagang rivet Malvin",,,29000,55000,55000,0,Ya,0,Ya,Ya,0,,0,,55000,,,0,0
241,"Alat Pertukangan",,"Gantungan gembok Malvin",,,3200,7000,7000,0,Ya,0,Ya,Ya,0,,0,,7000,,,0,0
242,"Alat Pertukangan",225009535,"GEGET EXITO ",,,20250,37000,37000,0,Ya,8,Ya,Tidak,0,,0,,37000,,,0,0
243,"Alat Pertukangan",,"Geget HAMSTER",,,14200,25000,25000,0,Ya,0,Ya,Ya,0,,0,,25000,,,0,0
244,"Alat Pertukangan",,"Geget Malvin",,,29750,45000,45000,0,Ya,0,Ya,Ya,0,,0,,45000,,,0,0
245,"Alat Pertukangan",,"GEMBOK HONA 30 PJG",,,13324,30000,30000,0,Ya,9,Ya,Ya,0,,0,,30000,,,0,0
246,"Alat Pertukangan",,"GEMBOK HONA 40 PJG",,,17783,40000,40000,0,Ya,11,Ya,Ya,0,,0,,40000,,,0,0
247,"Alat Pertukangan",,"GEMBOK KEEP 55MM",,"WAN CB",131000,165000,165000,0,Ya,2,Ya,Ya,0,,0,,165000,,,0,0
248,"Alat Pertukangan",,"GEMBOK OWNER 84MM",,,87500,140000,140000,0,Ya,6,Ya,Ya,0,,0,,140000,,,0,0
249,"Alat Pertukangan",,"GEMBOK OWNER 94MM",,,97500,150000,150000,0,Ya,6,Ya,Ya,0,,0,,150000,,,0,0
250,"Alat Pertukangan",1220008472,"Gergaji Kayu BAHCO",,,116000,140000,140000,0,Ya,1,Ya,Tidak,0,,1,@Biru,140000,,,0,0
251,"Alat Pertukangan",,"GERGAJI KAYU HASTON",,,38333,65000,65000,0,Ya,5,Ya,Ya,0,,0,,65000,,,0,0
252,"Alat Pertukangan",183337487,"Gergaji Kayu KOFUKU",,,20306,35000,35000,0,Ya,10,Ya,Tidak,0,,0,GLT,35000,,,0,0
253,"Alat Pertukangan",,"Gergaji kayu lancip",,,28000,50000,50000,0,Ya,0,Ya,Ya,0,,0,,50000,,,0,0
254,"Alat Pertukangan",335718406,"Gergaji Kayu Masaki",,,31278,65000,65000,0,Ya,1,Ya,Tidak,0,,0,MSK,65000,,,0,0
255,"Alat Pertukangan",1371968492,"Glass Block (Ocean View)",,,23278,29000,29000,0,Ya,7,Ya,Tidak,1,@PCS,0,@PCS,29000,,,0,0
256,"Alat Pertukangan",4710006553,"Grobak Artco",,,590750,660000,660000,0,Ya,0,Ya,Tidak,0,,0,O,660000,,,0,0
257,"Alat Pertukangan",5100002240,"Grobak Beneli",,,510000,585000,585000,0,Ya,0,Ya,Tidak,0,,0,,585000,,,0,0
258,"Alat Pertukangan",,"GROBAK WILMER @10KG",,,355000,430000,430000,0,Ya,0,Tidak,Ya,0,,0,,430000,,,0,0
259,"Alat Pertukangan",,"GROBAK WILMER @14KG",,,480000,585000,585000,0,Ya,5,Ya,Ya,0,,0,,585000,,,0,0
260,"Alat Pertukangan",,"GTK 4 inc BIRU",,,5208,12000,12000,0,Ya,0,Ya,Ya,0,,0,,12000,,,0,0
261,"Alat Pertukangan",,"Gundar Kawat FIBER",,,3958,13000,13000,0,Ya,36,Ya,Ya,0,,1,"5 BARIS",13000,,,0,0
262,"Alat Pertukangan",121665047,"Gundar Kawat Parang",,,12166,20000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
263,"Alat Pertukangan",11666492,"Gundar Kawat TK KAYU",,,10000,20000,20000,0,Ya,3,Ya,Tidak,0,,0,,20000,,,0,0
264,"Alat Pertukangan",575002831,"Gunting Bonsai PJG (Kenmaster)",,,60000,80000,80000,0,Ya,0,Ya,Tidak,0,,0,,80000,,,0,0
265,"Alat Pertukangan",250002865,"Gunting Dahan YAP",,,22500,40000,40000,0,Ya,0,Ya,Tidak,0,,1,YAP,40000,,,0,0
266,"Alat Pertukangan",625008502,"Gunting HASTON Bonsai",,,62500,80000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
267,"Alat Pertukangan",325003168,"Gunting Seng 10 inc",,,28000,55000,55000,0,Ya,2,Ya,Tidak,0,,1,SBS,55000,,,0,0
268,"Alat Pertukangan",250008040,"Gunting Seng 8 inc",,,23000,45000,45000,0,Ya,4,Ya,Tidak,0,,1,SBS,45000,,,0,0
269,"Alat Pertukangan",325008804,"Gunting Seng Holo",,,35000,55000,55000,0,Ya,2,Ya,Tidak,0,,1,IZM/SJT,55000,,,0,0
270,"Alat Pertukangan",1455028598,"HomeDeco 1kg MP01",,,145502,170000,0,0,Ya,4,Ya,Tidak,0,,0,,0,,,0,0
271,"Alat Pertukangan",1455026651,"HomeDeco 1kg MP02",,,145502,170000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
272,"Alat Pertukangan",1455025057,"HomeDeco 1kg MP03",,,145502,170000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
273,"Alat Pertukangan",516152560,"HomeDeco 200cc MP01",,,51615,62000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
274,"Alat Pertukangan",516156296,"HomeDeco 200cc MP02",,,51615,62000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
275,"Alat Pertukangan",516156958,"HomeDeco 200cc MP03",,,51615,62000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
276,"Alat Pertukangan",35002383,"Jaya Cornis 5 in 1 (Kiloan)",,,3050,5000,5000,0,Tidak,,Ya,Tidak,0,,0,,5000,,,0,0
277,"Alat Pertukangan",700006416,"Jaya Cornis 5 in 1 (SAK)",,,61083,80000,80000,0,Ya,0,Tidak,Tidak,0,,0,,80000,,,0,0
278,"Alat Pertukangan",,"Kapur Sirih PUTIH",,,3876,8000,8000,0,Ya,46,Ya,Tidak,0,,0,,8000,,,0,0
279,"Alat Pertukangan",,"Karet Nepel",,,700,3000,3000,0,Ya,20,Ya,Ya,0,,0,,3000,,,0,0
280,"Alat Pertukangan",,"KAWAT AYAK (8x8)",,,27444,40000,40000,0,Ya,6,Ya,Ya,0,,0,,40000,,,0,0
281,"Alat Pertukangan",271272680,"KAWAT AYAK 6x6",,,27444,40000,40000,0,Ya,0.2,Ya,Tidak,1,"1 MTR",0,,40000,,,0,0
282,"Alat Pertukangan",,"KAWAT DURI @1 ROLL",,,72000,110000,110000,0,Ya,0,Ya,Ya,0,,0,,110000,,,0,0
283,"Alat Pertukangan",143331501,"Kawat Nyamuk",,"Modal baru Rp 204.000/roll Rp 14.571",15285,25000,25000,0,Ya,24.58,Ya,Tidak,1,"1 MTR",0,,25000,,,0,0
284,"Alat Pertukangan",1170003150,"Kawat Patri Hijau ABBS 1",,,117000,160000,160000,0,Ya,3,Ya,Tidak,0,,0,,160000,,,0,0
285,"Alat Pertukangan",1170004204,"Kawat Patri Hijau ABBS 1/2",,,11800,20000,20000,0,Ya,18.5,Ya,Tidak,1,ECER,0,@Roll,20000,,,0,0
286,"Alat Pertukangan",1200003430,"Kawat Patri Hijau ABBS 1/4",,,120000,170000,170000,0,Ya,2,Ya,Tidak,0,,0,,170000,,,0,0
287,"Alat Pertukangan",1170005940,"Kawat Patri Hijau ABBS 3/4",,,117000,160000,160000,0,Ya,3,Ya,Tidak,0,,0,,160000,,,0,0
288,"Alat Pertukangan",78505171,"Keranjang PVC",,,7833,15000,15000,0,Ya,8,Ya,Tidak,0,,0,,15000,,,0,0
289,"Alat Pertukangan",220006545,"Keranjang Rotan BESAR",,,25000,30000,30000,0,Ya,23,Ya,Tidak,0,,0,,30000,,,0,0
290,"Alat Pertukangan",180002155,"Keranjang Rotan SEDANG",,,18000,25000,0,0,Ya,7,Ya,Tidak,0,,0,,0,,,0,0
291,"Alat Pertukangan",75001936,"Keranjang Rotan TIPIS",,,7500,15000,0,0,Ya,8,Ya,Tidak,0,,0,,0,,,0,0
292,"Alat Pertukangan",295008656,"Kikir BAHCO Segitiga",,,37500,48000,48000,0,Ya,10,Ya,Tidak,0,,0,O,48000,,,0,0
293,"Alat Pertukangan",,"Kikir Biasa",,"KIKIR HAMSTER RP 54.000",4500,15000,15000,0,Ya,38,Ya,Ya,0,,0,,15000,,,0,0
294,"Alat Pertukangan",7000980,"Kikir Bulat Oregon 4,8",,,7500,15000,15000,0,Ya,12,Ya,Tidak,0,,0,,15000,,,0,0
295,"Alat Pertukangan",,"KIKIR BULAT OREGON 5,5",,,7500,15000,15000,0,Ya,12,Ya,Ya,0,,0,,15000,,,0,0
296,"Alat Pertukangan",475004509,"Kikir HPL Bulat 10",,,47500,65000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
297,"Alat Pertukangan",425002197,"Kikir HPL Bulat 8",,,42500,60000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
298,"Alat Pertukangan",475008395,"Kikir HPL Petak 10",,,47500,65000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
299,"Alat Pertukangan",375007486,"Kikir HPL Petak 8",,,37500,55000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
300,"Alat Pertukangan",180007873,"Kikir Segita Besar",,,16667,30000,0,0,Ya,6,Ya,Tidak,0,,0,,0,,,0,0
301,"Alat Pertukangan",155007549,"Kikir TEKIRO Bulat 4,8",,,15000,25000,25000,0,Ya,7,Ya,Tidak,0,,0,,25000,,,0,0
302,"Alat Pertukangan",155005194,"Kikir TEKIRO Bulat 5,5",,,15000,25000,25000,0,Ya,8,Ya,Tidak,0,,0,,25000,,,0,0
303,"Alat Pertukangan",125007043,"Kikir TEKIRO Segitiga",,,12000,25000,25000,0,Ya,14,Ya,Tidak,0,,0,,25000,,,0,0
304,"Alat Pertukangan",62005498,"Kikir VPR TK KYU",,,6200,15000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
305,"Alat Pertukangan",160009920,"Kleep BEST 1",,,15000,27000,27000,0,Ya,2,Ya,Tidak,0,,0,,27000,,,0,0
306,"Alat Pertukangan",135009254,"Kleep BEST 3/4",,,13416,23000,23000,0,Ya,2,Ya,Tidak,0,,0,,23000,,,0,0
307,"Alat Pertukangan",80008901,"Kleep KOKO 1",,,8000,15000,0,0,Ya,5,Ya,Tidak,0,,0,,0,,,0,0
308,"Alat Pertukangan",5833642,"Kleep KOKO 3/4",,,4840,10000,10000,0,Ya,18,Ya,Tidak,0,,0,,10000,,,0,0
309,"Alat Pertukangan",25005029,"Klem Pipa BESI",,,1250,3000,3000,0,Ya,25,Ya,Tidak,0,,1,@1/2,3000,,,0,0
310,"Alat Pertukangan",4505984,"Klem Pipa PVC",,,470,1500,1500,0,Ya,375,Ya,Tidak,0,,1,@1/2,1500,,,0,0
311,"Alat Pertukangan",,"KLENG SELANG 1 1/4",,,1460,5000,5000,0,Ya,24,Ya,Ya,0,,0,,5000,,,0,0
312,"Alat Pertukangan",10507721,"Kleng Selang Baut 1",,,1050,4000,4000,0,Tidak,,Ya,Tidak,0,,0,,4000,,,0,0
313,"Alat Pertukangan",14002239,"Kleng Selang Baut 1,5",,,1460,5000,5000,0,Ya,40,Ya,Tidak,0,,0,,5000,,,0,0
314,"Alat Pertukangan",16801627,"Kleng Selang Baut 2",,,1680,6000,6000,0,Tidak,,Ya,Tidak,0,,0,,6000,,,0,0
315,"Alat Pertukangan",9506285,"Kleng Selang Baut 3/4",,,600,3000,3000,0,Ya,104,Ya,Tidak,0,,1,O,3000,,,0,0
316,"Alat Pertukangan",9001455,"Kleng Selang Baut 5/8",,,600,2500,2500,0,Ya,112,Ya,Tidak,0,,1,O,2500,,,0,0
317,"Alat Pertukangan",,"Kloset duduk volk manual PT",,,420000,525000,525000,0,Ya,2,Ya,Ya,0,,0,,525000,,,0,0
318,"Alat Pertukangan",44163531,"Kuas Lukis No 12",,,4809,10000,10000,0,Ya,10,Ya,Tidak,0,,0,,10000,,,0,0
319,"Alat Pertukangan",25008833,"Kuas Lukis No 6",,,2529,6000,6000,0,Ya,11,Ya,Tidak,0,,0,,6000,,,0,0
320,"Alat Pertukangan",30831578,"Kuas Lukis No 8",,,3362,8000,8000,0,Ya,10,Ya,Tidak,0,,0,,8000,,,0,0
321,"Alat Pertukangan",320004718,"Kuku Kambing Besar",,,32000,50000,50000,0,Ya,0,Ya,Tidak,0,,0,,50000,,,0,0
322,"Alat Pertukangan",,"KUKU KAMBING BIRU 16MM PJG ",,,17000,30000,30000,0,Ya,10,Ya,Ya,0,,0,,30000,,,0,0
323,"Alat Pertukangan",,"KUKU KAMBING BIRU 19MM PJG",,,22500,40000,40000,0,Ya,1,Ya,Ya,0,,0,,40000,,,0,0
324,"Alat Pertukangan",300002142,"Kuku Kambing HITAM Besar",,,30000,50000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
325,"Alat Pertukangan",250002791,"Kuku Kambing HITAM Kecil",,,25000,45000,45000,0,Ya,0,Ya,Tidak,0,,0,,45000,,,0,0
326,"Alat Pertukangan",,"Kuku kambing orange KCL",,,11500,20000,20000,0,Ya,9,Ya,Ya,0,,0,,20000,,,0,0
327,"Alat Pertukangan",130006908,"Kuku Kambing orange SDG",,,13000,25000,25000,0,Ya,0,Ya,Tidak,0,,0,,25000,,,0,0
328,"Alat Pertukangan",250004953,"Kuku Kambing Sedang",,,25000,35000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
329,"Alat Pertukangan",25000114,"Kunci Besi 10-12",,,25000,40000,40000,0,Ya,2,Ya,Tidak,0,,0,,40000,,,0,0
330,"Alat Pertukangan",170008745,"Kunci Besi 6-8",,,17000,30000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
331,"Alat Pertukangan",240004036,"Kunci Besi 8-10",,,24000,40000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
332,"Alat Pertukangan",475003198,"Kunci Pintu Bulat Besi EXITO",,,47500,70000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
333,"Alat Pertukangan",300002759,"Kunci Pintu Bulat Besi YS",,,30000,50000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
334,"Alat Pertukangan",65006591,"Lahar Artco",,,7000,10000,10000,0,Ya,60,Ya,Tidak,0,,0,,10000,,,0,0
335,"Alat Pertukangan",,"Lahar PRESTAR",,,8000,12500,12500,0,Ya,1,Ya,Ya,0,,0,,12500,,,0,0
336,"Alat Pertukangan",,"Lem Silicone GOPRO BENING",,,17500,35000,35000,0,Ya,2,Ya,Ya,0,,0,,35000,,,0,0
337,"Alat Pertukangan",,"Linggis BESAR Biru 25mm",,,57500,80000,80000,0,Ya,4,Ya,Ya,0,,0,,80000,,,0,0
338,"Alat Pertukangan",,"Linggis KECIL Biru 19mm",,,35000,55000,55000,0,Ya,4,Ya,Ya,0,,0,,55000,,,0,0
339,"Alat Pertukangan",,"Linggis SEDANG Biru 22mm",,,45000,65000,65000,0,Ya,4,Ya,Ya,0,,0,,65000,,,0,0
340,"Alat Pertukangan",210001916,"Lot Tukang 300g",,,17700,30000,0,0,Ya,4,Ya,Tidak,0,,0,,0,,,0,0
341,"Alat Pertukangan",900003894,"Martil 10LB",,,90000,115000,0,0,Ya,4,Ya,Tidak,0,,0,,0,,,0,0
342,"Alat Pertukangan",960001244,"Martil 12LB",,,96000,125000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
343,"Alat Pertukangan",190009744,"Martil 2LB",,,19000,30000,0,0,Ya,4,Ya,Tidak,0,,0,,0,,,0,0
344,"Alat Pertukangan",275003061,"Martil 3LB",,,27500,45000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
345,"Alat Pertukangan",332504376,"Martil 4LB",,,33250,60000,0,0,Ya,4,Ya,Tidak,0,,0,,0,,,0,0
346,"Alat Pertukangan",494006676,"Martil 6LB",,,49400,75000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
347,"Alat Pertukangan",650834499,"Martil 8LB",,,65083,90000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
348,"Alat Pertukangan",,"MARTIL TANGKAI 2LB",,,37500,55000,55000,0,Ya,0,Ya,Ya,0,,0,,55000,,,0,0
349,"Alat Pertukangan",425008273,"Martil Tangkai 3LB",,,47500,65000,65000,0,Ya,0,Ya,Tidak,0,,0,,65000,,,0,0
350,"Alat Pertukangan",525004364,"Martil Tangkai 4LB",,,52500,70000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
351,"Alat Pertukangan",900002360,"Meteran 100M",,,90000,130000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
352,"Alat Pertukangan",475001205,"Meteran 30M",,,47500,75000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
353,"Alat Pertukangan",575008536,"Meteran 50M",,,57500,95000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
354,"Alat Pertukangan",123508301,"Meteran IGM 5M",,,12350,20000,0,0,Ya,4,Ya,Tidak,0,,0,,0,,,0,0
355,"Alat Pertukangan",199506679,"Meteran IGM 7,5M",,,19950,30000,0,0,Ya,6,Ya,Tidak,0,,0,,0,,,0,0
356,"Alat Pertukangan",,"METERAN KOKON 7,5M",,,23779,38000,38000,0,Ya,9,Ya,Ya,0,,0,,38000,,,0,0
357,"Alat Pertukangan",,"Meteran Salery P. 5M",,,19182,30000,30000,0,Ya,3,Tidak,Ya,0,,0,,30000,,,0,0
358,"Alat Pertukangan",85008844,"Meteran SJT 3M",,,8833,15000,0,0,Ya,12,Ya,Tidak,0,,0,,0,,,0,0
359,"Alat Pertukangan",,"Meteran SJT 7,5 @B",,"Wan cb, modal lama",22916,32000,32000,0,Ya,3,Tidak,Ya,0,,0,,32000,,,0,0
360,"Alat Pertukangan",195001535,"Meteran SJT Auto 5M",,,17691,27000,27000,0,Ya,0,Tidak,Tidak,0,,0,,27000,,,0,0
361,"Alat Pertukangan",27000339,"Meteran SJT Auto 7,5M",,,29375,38000,38000,0,Ya,0,Tidak,Tidak,0,,0,,38000,,,0,0
362,"Alat Pertukangan",,"Meteran Soligen @3M",,,11500,19000,19000,0,Ya,2,Ya,Ya,0,,0,,19000,,,0,0
363,"Alat Pertukangan",,"Meteran Soligen @5M",,,16605,25000,25000,0,Ya,14,Ya,Ya,0,,0,,25000,,,0,0
364,"Alat Pertukangan",,"METERAN SOLIGEN @7,5M",,,26667,38000,38000,0,Ya,4,Ya,Ya,0,,0,,38000,,,0,0
365,"Alat Pertukangan",,"METERAN SOLIGEN JUMBO @5M",,,20000,30000,30000,0,Ya,3,Ya,Ya,0,,0,,30000,,,0,0
366,"Alat Pertukangan",,"METERAN WILMER",,,11667,20000,20000,0,Ya,0,Ya,Ya,0,,1,"#5 MTR",20000,,,0,0
367,"Alat Pertukangan",,"Nepel Tangki Bagus 3/4",,,9000,15000,15000,0,Ya,9,Ya,Ya,0,,0,,15000,,,0,0
368,"Alat Pertukangan",190009503,"Pahat Beton 10 inc",,,13520,30000,30000,0,Ya,0,Ya,Tidak,0,,0,,30000,,,0,0
369,"Alat Pertukangan",152005779,"Pahat Beton 8 IGM",,,15200,30000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
370,"Alat Pertukangan",,"Pahat kayu 1 1/2",,,25000,37000,37000,0,Ya,3,Ya,Ya,0,,1,MALVIN,37000,,,0,0
371,"Alat Pertukangan",230007748,"Pahat Kayu 1 1/2 inc",,,23000,35000,35000,0,Ya,0,Tidak,Tidak,0,,0,,35000,,,0,0
372,"Alat Pertukangan",155831303,"Pahat Kayu 1 inc",,,15583,28000,28000,0,Ya,2,Ya,Tidak,0,,1,O,28000,,,0,0
373,"Alat Pertukangan",143335983,"Pahat Kayu 1/2 inc",,,14333,25000,25000,0,Ya,6,Ya,Tidak,0,,0,,25000,,,0,0
374,"Alat Pertukangan",,"PAHAT KAYU 3/4 BLUE SCH",,,14583,28000,28000,0,Ya,11,Ya,Ya,0,,0,,28000,,,0,0
375,"Alat Pertukangan",,"Paku 3/4 AP",,,6250,15000,15000,0,Ya,2,Ya,Ya,0,,0,,15000,,,0,0
376,"Alat Pertukangan",,"PAKU SENG WARNA",,,15562,30000,30000,0,Tidak,,Ya,Ya,0,,0,,30000,,,0,0
