No,Kategori,"Kode Produk","Nama Produk",Lokasi,Deskripsi,"Harga Pokok","Harga Jual","Harga Grosir","Minimal Grosir",Stok,"Stok Jumlah",Dijual,Online,Satuan,"Nama Satuan",Varian,"Nama Varian","Harga Online","Harga Online Sebelum Promo","Berat (Gram)",Diskon,"Limit Stok"
1686,"Sparepart Motor",,"Oli federal/ultratec",,,30600,45000,45000,0,Tidak,,Ya,Ya,0,,0,,45000,,,0,0
1687,"Sparepart Motor",,"Oli Hijau 2T",,,23750,28000,28000,0,Ya,7,Ya,Ya,0,,0,,28000,,,0,0
1688,"Sparepart Motor",,Ultratec,,,31250,40000,40000,0,Tidak,,Ya,Ya,0,,0,,40000,,,0,0
1689,"Sparepart Motor",,"Yamahalube Matic",,,31250,40000,40000,0,Tidak,,Ya,Ya,0,,0,,40000,,,0,0
1690,"Sparepart Motor",,"Yamahalube Silver",,,31250,40000,40000,0,Tidak,,Ya,Ya,0,,0,,40000,,,0,0
1691,"Talang Petak",75004651,"Belokan Talang",,,7500,13000,13000,0,Ya,3,Ya,Tidak,0,,0,,13000,,,0,0
1692,"Talang Petak",85001166,"Corong Talang",,,8150,14000,14000,0,Ya,36,Ya,Tidak,0,,0,,14000,,,0,0
1693,"Talang Petak",31506922,"Gantungan Talang",,,3150,6000,6000,0,Tidak,,Ya,Tidak,0,,0,,6000,,,0,0
1694,"Talang Petak",22008918,"Sambungan Talang",,,2815,6000,6000,0,Ya,111,Ya,Tidak,0,,0,,6000,,,0,0
1695,"Talang Petak",605009076,"Talang Petak PT",,,54108,75000,75000,0,Ya,0.75,Ya,Tidak,0,,1,O,75000,,,0,0
1696,"Talang Petak",22008424,"Tutup Talang ",,,2000,6000,6000,0,Ya,150,Ya,Tidak,0,,0,,6000,,,0,0
1697,"Tan Boyo 1kg",,"BOYO CLEAR COAT GLOSS",,,80845,90000,90000,0,Ya,0,Ya,Ya,0,,0,,90000,,,0,0
1698,"Tan Boyo 1kg",687273017,"TAN BOYO 1KG PM 3",,,65972,84000,84000,0,Ya,2,Ya,Tidak,0,,0,,84000,,,0,0
1699,"Tan Boyo 1kg",687273004,"Tan Boyo 1kg PM 5",,,68727,78000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1700,"Tan Boyo 1kg",580001119,"Tan Boyo 1kg PM 6",,,58000,84000,84000,0,Ya,3,Ya,Tidak,0,,0,,84000,,,0,0
1701,"Tan Boyo 1kg",687276411,"Tan Boyo 1kg PM 7",,,68727,78000,78000,0,Ya,0,Ya,Tidak,0,,0,,78000,,,0,0
1702,Tank,130002201,"Tang Eiffel 6",,,14143,30000,30000,0,Ya,7,Ya,Tidak,0,,0,,30000,,,0,0
1703,Tank,160009035,"Tang Good 8",,,16000,35000,35000,0,Ya,0,Ya,Tidak,0,,0,,35000,,,0,0
1704,Tank,370008688,"Tang IGM 7",,,37000,53000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1705,Tank,403006320,"Tang IGM 8",,,40300,60000,60000,0,Ya,0,Ya,Tidak,0,,0,,60000,,,0,0
1706,Tank,139681419,"Tang Potong YS 6",,,13968,30000,30000,0,Ya,0,Ya,Tidak,0,,0,,30000,,,0,0
1707,Tank,139681999,"Tang Runcing YS 6",,,13968,30000,30000,0,Ya,0,Ya,Tidak,0,,0,,30000,,,0,0
1708,Tank,525006749,"Tang TEKIRO 7",,,52500,68000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1709,TBA,23002561,"TBA Home Care",,,2156,5000,5000,0,Ya,46,Ya,Tidak,0,,0,,5000,,,0,0
1710,TBA,,"TBA Malvin",,,1500,5000,5000,0,Ya,0,Ya,Ya,0,,0,,5000,,,0,0
1711,TBA,41505317,"TBA Onda",,,4150,7000,0,0,Ya,29,Ya,Tidak,0,,0,,0,,,0,0
1712,"Terpal A3 PYK",,"Terpal A3 PYK 2x3",,,27000,40000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
1713,"Terpal A3 PYK",,"Terpal A3 PYK 3x3",,,51300,59000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
1714,"Terpal A3 PYK",,"Terpal A3 PYK 3x4",,,56400,75000,75000,0,Ya,3,Ya,Tidak,0,,0,,75000,,,0,0
1715,"Terpal A3 PYK",,"Terpal A3 PYK 3x5",,,69000,90000,0,0,Ya,4,Ya,Tidak,0,,0,,0,,,0,0
1716,"Terpal A3 PYK",,"Terpal A3 PYK 4x4",,,73600,95000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
1717,"Terpal A3 PYK",,"Terpal A3 PYK 4x5",,,114000,115000,115000,0,Ya,2,Ya,Tidak,0,,1,BIRU,115000,,,0,0
1718,"Terpal A3 PYK",,"Terpal A3 PYK 4x6",,,110310,135000,135000,0,Ya,2,Ya,Tidak,0,,1,BIRU,135000,,,0,0
1719,"Terpal A3 PYK",,"Terpal A3 PYK 5x6",,,139500,165000,165000,0,Ya,5,Ya,Tidak,0,,0,,165000,,,0,0
1720,"Terpal A3 PYK",,"Terpal A3 PYK 5x7",,,162166,190000,190000,0,Ya,4,Ya,Tidak,0,,0,,190000,,,0,0
1721,"Terpal A3 PYK",,"Terpal A3 PYK 6x8",,,246900,255000,255000,0,Ya,2,Ya,Tidak,0,,0,,255000,,,0,0
1722,"Terpal Ukuran A3",208009964,"Terpal A3 2x3",,,20086,40000,40000,0,Ya,9,Ya,Tidak,0,,0,,40000,,,0,0
1723,"Terpal Ukuran A3",310003805,"Terpal A3 3x3",,,29986,55000,55000,0,Ya,4,Ya,Tidak,0,,0,,55000,,,0,0
1724,"Terpal Ukuran A3",412005726,"Terpal A3 3x4",,,39886,68000,68000,0,Ya,7,Ya,Tidak,0,,0,,68000,,,0,0
1725,"Terpal Ukuran A3",514004485,"Terpal A3 3x5",,,47036,80000,80000,0,Ya,4,Ya,Tidak,0,,0,,80000,,,0,0
1726,"Terpal Ukuran A3",548008545,"Terpal A3 4x4",,,49955,85000,85000,0,Ya,3,Ya,Tidak,0,,0,,85000,,,0,0
1727,"Terpal Ukuran A3",684006811,"Terpal A3 4x5",,,66286,105000,105000,0,Ya,9,Ya,Tidak,0,,0,,105000,,,0,0
1728,"Terpal Ukuran A3",820001790,"Terpal A3 4x6",,,75104,125000,125000,0,Ya,1,Ya,Tidak,0,,0,,125000,,,0,0
1729,"Terpal Ukuran A3",1024001708,"Terpal A3 5x6",,,93577,155000,155000,0,Ya,3,Ya,Tidak,0,,0,,155000,,,0,0
1730,"Terpal Ukuran A3",,"TERPAL A3 5X6 PYK OREN",,,138000,185000,185000,0,Ya,0,Ya,Ya,0,,0,,185000,,,0,0
1731,"Terpal Ukuran A3",1194007068,"Terpal A3 5x7",,,107670,180000,180000,0,Ya,1,Ya,Tidak,0,,0,,180000,,,0,0
1732,"Terpal Ukuran A3",1636004057,"Terpal A3 6x8",,,148454,240000,240000,0,Ya,8,Ya,Tidak,0,,0,,240000,,,0,0
1733,"Terpal Ukuran A3",423002478,"Terpal Ukuran 3x3 Pyk",,,42300,90000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1734,"Terpal Ukuran A3",1080007637,"Terpal Ukuran 4x6 Pyk",,,108000,135000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1735,"Terpal Ukuran A5",360006211,"Terpal A5 2x3",,,35400,59000,59000,0,Ya,3,Ya,Tidak,0,,0,,59000,,,0,0
1736,"Terpal Ukuran A5",540005667,"Terpal A5 3x3",,,54000,82000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1737,"Terpal Ukuran A5",720001880,"Terpal A5 3x4",,,72000,107000,107000,0,Ya,2,Ya,Tidak,0,,0,,107000,,,0,0
1738,"Terpal Ukuran A5",900009953,"Terpal A5 3x5",,,88506,130000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1739,"Terpal Ukuran A5",960004969,"Terpal A5 4x4",,,96000,138000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
1740,"Terpal Ukuran A5",1200007680,"Terpal A5 4x5",,,118000,170000,170000,0,Ya,1,Ya,Tidak,0,,0,,170000,,,0,0
1741,"Terpal Ukuran A5",144000152,"Terpal A5 4x6",,,144000,203000,203000,0,Ya,1,Ya,Tidak,0,,0,,203000,,,0,0
1742,"Terpal Ukuran A5",1800009791,"Terpal A5 5x6",,,178200,250000,0,0,Ya,5,Ya,Tidak,0,,0,,0,,,0,0
1743,"Terpal Ukuran A5",2100003981,"Terpal A5 5x7",,,206500,290000,290000,0,Ya,5,Ya,Tidak,0,,0,,290000,,,0,0
1744,"Terpal Ukuran A5",2880005174,"Terpal A5 6x8",,,288000,395000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1745,Tiner,33684269,"Century 1 L",,,33000,62000,62000,0,Ya,3,Ya,Tidak,0,,0,,62000,,,0,0
1746,Tiner,680001326,"Century 2 L",,,62500,115000,115000,0,Ya,1,Ya,Tidak,0,,0,,115000,,,0,0
1747,Tiner,280251953,"Cobra Merah 1L",,,41583,50000,50000,0,Ya,6,Ya,Tidak,0,,0,,50000,,,0,0
1748,Tiner,1200001621,"Cobra Merah 4L",,,120000,125000,125000,0,Ya,0,Ya,Tidak,0,,0,,125000,,,0,0
1749,Tiner,220008067,"Gajah Merah 1L",,,22000,32000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
1750,Tiner,316355026,"Tiner B Asli Avian",,,31635,38000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1751,Tiner,190009860,"TINER BADAK HIJAU 1L",,,25000,37000,37000,0,Ya,7,Ya,Tidak,0,,0,,37000,,,0,0
1752,Tiner,783524269,"Tiner Botol Kaca",,,7288,13000,13000,0,Ya,1,Ya,Tidak,0,,0,,13000,,,0,0
1753,Tiner,50004362,"Tiner Botol Plastik",,,6018,12000,12000,0,Ya,86,Ya,Tidak,0,,0,,12000,,,0,0
1754,Tiner,,"TINER LABA2 HITAM 1L",,,0,40000,40000,0,Tidak,,Ya,Ya,0,,0,,40000,,,0,0
1755,Tiner,,"Tiner TWJ @5L",,,118004,125000,125000,0,Ya,0,Ya,Ya,0,,0,,125000,,,0,0
1756,Triplek,,"TRIPLEK 12 KANGGURU",,,182500,200000,200000,0,Ya,0,Ya,Ya,0,,0,,200000,,,0,0
1757,Triplek,1480006573,"Triplek 12 mm Export",,,122200,155000,155000,0,Ya,0,Ya,Tidak,0,,0,@ADK,155000,,,0,0
1758,Triplek,,"Triplek 18 isi papan",,"Penjualan adi ka umum Rp 240 atau 250",235000,260000,260000,0,Tidak,,Ya,Ya,0,,1,AJP,260000,,,0,0
1759,Triplek,,"Triplek 18 isi triplek @AJP",,"Penjualan adi umum Rp 240 atau 250",230000,255000,255000,0,Tidak,,Ya,Ya,0,,0,,255000,,,0,0
1760,Triplek,358506170,"Triplek 3 mm TNS",,,36697,57500,57500,0,Ya,8,Ya,Tidak,0,,0,,57500,,,0,0
1761,Triplek,,"TRIPLEK 4 EWAN SUPER",,,67500,80000,80000,0,Ya,0,Tidak,Ya,0,,0,O,80000,,,0,0
1762,Triplek,567338758,"TRIPLEK 4 MM PALEM",,,70017,85000,85000,0,Ya,116,Ya,Tidak,0,,0,N,85000,,,0,0
1763,Triplek,464007698,"Triplek 4 mm PTH",,,46534,78000,78000,0,Ya,15,Ya,Tidak,0,,0,,78000,,,0,0
1764,Triplek,,"TRIPLEK 6 KW 1 PALEM",,,77000,95000,95000,0,Ya,0,Ya,Ya,0,,0,,95000,,,0,0
1765,Triplek,799003645,"Triplek 6 TEBAL",,,79578,105000,105000,0,Ya,1,Ya,Tidak,0,,0,,105000,,,0,0
1766,Triplek,778905795,"Triplek 9 mm Export",,,84000,105000,105000,0,Ya,17,Ya,Tidak,0,,0,,105000,,,0,0
1767,Triplek,,"TRIPLEK 9 MM SUPER",,,110708,138000,138000,0,Ya,12,Ya,Ya,0,,0,,138000,,,0,0
1768,Triplek,1315001112,"Triplek Mika Kenari",,,132273,155000,0,0,Ya,13,Ya,Tidak,0,,0,,0,,,0,0
1769,Triplek,840007842,"Triplek Mika TPS",,,71519,95000,95000,0,Ya,8,Ya,Tidak,0,,0,,95000,,,0,0
1770,"Wall Putty",439562446,"Matex PUTTY 4kg",,,43956,60000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
1771,"Wall Putty",2197808093,"Matex PUTTY Pail 20kg",,,219780,275000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
1772,"Wall Putty",160006981,"Wall Putty Aries 1kg",,,16000,20000,20000,0,Ya,0,Ya,Tidak,0,,0,,20000,,,0,0
1773,"Wall Putty",664152489,"Wall Putty Aries 5kg",,,66415,70000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1774,"Wall Putty",1265002590,"Wall Putty RJ 12kg",,,142375,162000,162000,0,Ya,3,Ya,Tidak,0,,0,,162000,,,0,0
1775,"Wall Putty",169163660,"Wall Putty RJ 1kg",,,18475,24000,24000,0,Ya,8,Ya,Tidak,0,,0,,24000,,,0,0
1776,"Wall Putty",2550002508,"Wall Putty RJ 25kg",,,274700,320000,320000,0,Ya,5,Ya,Tidak,0,,0,,320000,,,0,0
1777,"Wall Putty",552507681,"Wall Putty RJ 5kg",,,60832,70000,70000,0,Ya,32,Ya,Tidak,0,,0,,70000,,,0,0
1778,Waring,23661297,"Waring JANGKAR",,,2200,5000,5000,0,Ya,125,Ya,Tidak,1,"1 MTR",0,,5000,,,0,0
1779,Waring,,"WARING JANGKAR @ROLL",,,176000,265000,265000,0,Ya,0,Ya,Ya,0,,0,,265000,,,0,0
1780,Waring,2600004865,"Waring MACAN @1M",,"Berat 5,9 kg Modal 260.000",3250,5000,5000,0,Ya,9.5,Ya,Tidak,0,,0,,5000,,,0,0
1781,Watermur,,"Watermur 1 inc",,,14000,25000,25000,0,Ya,0,Ya,Ya,0,,1,SOLIGEN,25000,,,0,0
1782,Watermur,,"Watermur 1 inc POWER",,,48032,55000,55000,0,Ya,0,Ya,Ya,0,,0,,55000,,,0,0
1783,Watermur,,"Watermur 1 inc SLG Hitam",,,25000,35000,35000,0,Ya,1,Ya,Ya,0,,0,,35000,,,0,0
1784,Watermur,,"Watermur 1/2 SOLIGEN",,,8000,15000,15000,0,Ya,9,Ya,Ya,0,,0,,15000,,,0,0
1785,Watermur,,"Watermur 3/4 POWER",,,34918,42000,42000,0,Ya,0,Tidak,Ya,0,,0,,42000,,,0,0
1786,Watermur,,"WATERMUR 3/4 SJT",,,9500,20000,20000,0,Ya,1,Ya,Ya,0,,0,,20000,,,0,0
1787,Watermur,,"Watermur 3/4 SLG Hitam",,,23000,30000,30000,0,Ya,0,Ya,Ya,0,,0,,30000,,,0,0
1788,Watermur,,"WATERMUR WILMER 3/4",,,6000,15000,15000,0,Ya,25,Ya,Ya,0,,0,,15000,,,0,0
1789,"WoodEco Eksterior",875001003,"WoodEco Eksterior P03-01",,,87500,105000,0,0,Ya,4,Ya,Tidak,0,,0,,0,,,0,0
1790,"WoodEco Eksterior",875007393,"WoodEco Eksterior P03-03",,,87500,105000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
1791,"WoodEco Eksterior",875009006,"WoodEco Eksterior P03-04",,,87500,105000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
1792,"WoodEco Eksterior",875003066,"WoodEco Eksterior P03-05",,,87500,105000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
1793,"WoodEco Eksterior",87500234,"WoodEco Eksterior P03-06",,,87500,105000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
1794,"WoodEco Eksterior",875007342,"WoodEco Eksterior P03-09",,,87500,105000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
1795,"WoodEco Minyak",935173698,"WoodEco Solvent Bassed",,,87500,102000,102000,0,Ya,1,Ya,Tidak,0,,0,,102000,,,0,0
1796,"WoodEco Waterbased",,"WoodEco Water 102",,,81992,110000,110000,0,Ya,0,Ya,Ya,0,,0,,110000,,,0,0
1797,"Yoko 1kg",,"Minie kayu Yoko ",,,27195,35000,35000,0,Ya,2,Ya,Ya,0,,0,,35000,,,0,0
1798,"Yoko 1kg",56147251,"Yoko 04",,,56147,65000,65000,0,Ya,3,Ya,Ya,0,,0,,65000,,,0,0
1799,"Yoko 1kg",561475792,"Yoko 25",,,56147,65000,65000,0,Ya,2,Ya,Ya,0,,0,,65000,,,0,0
1800,"Yoko 1kg",561473782,"Yoko 28",,,56147,65000,65000,0,Ya,1,Ya,Ya,0,,0,,65000,,,0,0
1801,"Yoko 1kg",561471325,"Yoko 707",,,56147,65000,65000,0,Ya,2,Ya,Ya,0,,0,,65000,,,0,0
1802,"Yoko 1kg",561475218,"Yoko 708",,,56147,65000,65000,0,Ya,0,Ya,Ya,0,,0,,65000,,,0,0
1803,"Yoko 1kg",561471374,"Yoko 710",,,56147,65000,65000,0,Ya,2,Ya,Ya,0,,0,,65000,,,0,0
1804,"Yoko 1kg",561478887,"Yoko 716",,,56147,65000,65000,0,Ya,1,Ya,Ya,0,,0,,65000,,,0,0
1805,"Yoko 1kg",561477034,"Yoko 718",,,56147,65000,65000,0,Ya,4,Ya,Ya,0,,0,,65000,,,0,0
1806,"Yoko 1kg",561472953,"Yoko 778",,,56147,65000,65000,0,Ya,2,Ya,Ya,0,,0,,65000,,,0,0
1807,"Yoko 1kg",561473028,"Yoko 779",,,56147,65000,65000,0,Ya,1,Ya,Ya,0,,0,,65000,,,0,0
1808,"Yoko 1kg",561478780,"Yoko 78",,,56147,65000,65000,0,Ya,2,Ya,Ya,0,,0,,65000,,,0,0
1809,"Yoko 1kg",561474670,"Yoko 781",,,56147,65000,65000,0,Ya,1,Ya,Ya,0,,0,,65000,,,0,0
1810,"Yoko 1kg",561476643,"Yoko 784",,,56147,65000,65000,0,Ya,2,Ya,Ya,0,,0,,65000,,,0,0
1811,"Yoko 1kg",561473427,"Yoko 786",,,56147,65000,65000,0,Ya,1,Ya,Ya,0,,0,,65000,,,0,0
1812,"Yoko 1kg",561475945,"Yoko 789",,,56147,65000,65000,0,Ya,1,Ya,Ya,0,,0,,65000,,,0,0
1813,"Yoko 1kg",561479543,"Yoko 790",,,56147,65000,65000,0,Ya,2,Ya,Ya,0,,0,,65000,,,0,0
1814,"Yoko 1kg",561478289,"Yoko 791",,,57720,65000,65000,0,Ya,2,Ya,Ya,0,,0,,65000,,,0,0
1815,"Yoko 1kg",56147492,"Yoko 795",,,56147,65000,65000,0,Ya,0,Ya,Ya,0,Klg,0,,65000,,,0,0
1816,"Yoko 1kg",561471675,"Yoko 796",,,56147,65000,65000,0,Ya,1,Ya,Ya,0,Klg,0,,65000,,,0,0
1817,"Yoko 1kg",561479338,"Yoko 796",,,56147,65000,65000,0,Ya,1,Ya,Ya,0,,0,,65000,,,0,0
1818,"Yoko 1kg",561472079,"Yoko 797",,,56147,65000,65000,0,Ya,3,Ya,Ya,0,,0,,65000,,,0,0
1819,"Yoko 1kg",561471724,"Yoko 798",,,56147,65000,65000,0,Ya,2,Ya,Ya,0,,0,,65000,,,0,0
1820,"Yoko 1kg",561471681,"Yoko 799",,,56147,65000,65000,0,Ya,1,Ya,Ya,0,,0,,65000,,,0,0
1821,"Yoko 1kg",561475255,"Yoko 801",,,56147,65000,65000,0,Ya,2,Ya,Ya,0,,0,,65000,,,0,0
1822,"Yoko 1kg",561476247,"Yoko 89",,,57720,65000,65000,0,Ya,0,Ya,Ya,0,,0,,65000,,,0,0
1823,"Yoko 1kg",561471735,"Yoko SB",,,57196,65000,65000,0,Ya,0,Ya,Ya,0,,0,,65000,,,0,0
1824,"Yoko 1kg",561479176,"Yoko SBM ",,,56147,65000,65000,0,Ya,2,Ya,Ya,0,,0,,65000,,,0,0
1825,"Yoko 1kg",561479691,"Yoko SW",,,57622,65000,65000,0,Ya,0,Ya,Ya,0,,0,,65000,,,0,0
